Requester ID|xAR Title|XAR type|Investigation Class|Scientific Objective|Ground Campaign|Implementation Urgency|SSSG-Active|User-Active|Coverage Method| Sample length (Min.)| Sample length (Max.)|Number of samples|Coverage amount required|Allow Cross-Track Fragmentation|Require Full Duration Observations Across AOI|Instrument Mode|Band gain setting (VNIR1)|Band gain setting (VNIR2)|Band gain setting (VNIR3)|Band gain setting (SWIR0)|Band gain setting (SWIR5)|Band gain setting (SWIR6)|Band gain setting (SWIR7)|Band gain setting (SWIR8)|Band gain setting (SWIR9)|Day/Night|Sun Angle(Min.)|Sun Angle(Max.)|Pointing|Specific Look Angle|Specific View Swath|Range-Look Angle (Min.)|Range-Look Angle (Max.)|Look Angle Absolute Flag|Avoid Clouds|Coverage|Multiple Observation=2|Lifetime (Start)|Lifetime (End)|AW Duration (days)|AW Repeat Cycle =|Expedited Data|Justification for Expedited Data|Level 1B Process|Map Projection|Re-sampling|Commetns|AOI Points|AOI Points1 (Lon.- Lat.)|AOI Points2 (Lon.- Lat.)|AOI Points3 (Lon.- Lat.)|AOI Points4 (Lon.- Lat.)|AOI Points5 (Lon.- Lat.)|AOI Points6 (Lon.- Lat.)|AOI Points7 (Lon.- Lat.)|AOI Points8 (Lon.- Lat.)|AOI Points9 (Lon.- Lat.)|AOI Points10 (Lon.- Lat.)|AOI Points11 (Lon.- Lat.)|AOI Points12 (Lon.- Lat.)|AOI Points13 (Lon.- Lat.)|AOI Points14 (Lon.- Lat.)|AOI Points15 (Lon.- Lat.)|AOI Points16 (Lon.- Lat.)|AOI Points17 (Lon.- Lat.)|AOI Points18 (Lon.- Lat.)|AOI Points19 (Lon.- Lat.)|AOI Points20 (Lon.- Lat.)|AOI Points21 (Lon.- Lat.)|AOI Points22 (Lon.- Lat.)|AOI Points23 (Lon.- Lat.)|AOI Points24 (Lon.- Lat.)
R00E2201|H007FC0553_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-41 23'59.98"  80 00'00.00"|-37 12'00.04"  80 00'00.00"|-37 12'00.04"  79 00'00.00"|-41 23'59.98"  79 00'00.00"||||||||||||||||||||
R00E2201|H007FC0554_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-37 12'00.04"  80 00'00.00"|-33 00'00.00"  80 00'00.00"|-33 00'00.00"  79 00'00.00"|-37 12'00.04"  79 00'00.00"||||||||||||||||||||
R00E2201|H007FC0555_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-33 00'00.00"  80 00'00.00"|-30 43'12.00"  80 00'00.00"|-28 47'59.96"  80 00'00.00"|-28 47'59.96"  79 00'00.00"|-33 00'00.00"  79 00'00.00"|||||||||||||||||||
R00E2201|H007FC0556_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-28 47'59.96"  80 00'00.00"|-24 36'00.02"  80 00'00.00"|-24 36'00.02"  79 00'00.00"|-28 47'59.96"  79 00'00.00"||||||||||||||||||||
R00E2201|H007FC0557_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-70 47'59.96"  79 00'00.00"|-66 36'00.02"  79 00'00.00"|-66 36'00.02"  78 00'00.00"|-70 47'59.96"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0558_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-66 36'00.02"  79 00'00.00"|-62 23'59.98"  79 00'00.00"|-62 23'59.98"  78 00'00.00"|-66 36'00.02"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0559_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-62 23'59.98"  79 00'00.00"|-58 12'00.04"  79 00'00.00"|-58 12'00.04"  78 00'00.00"|-62 23'59.98"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0560_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-58 12'00.04"  79 00'00.00"|-54 00'00.00"  79 00'00.00"|-54 00'00.00"  78 00'00.00"|-58 12'00.04"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0561_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-54 00'00.00"  79 00'00.00"|-49 47'59.96"  79 00'00.00"|-49 47'59.96"  78 00'00.00"|-54 00'00.00"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0562_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-33 00'00.00"  79 00'00.00"|-28 47'59.96"  79 00'00.00"|-28 47'59.96"  78 00'00.00"|-33 00'00.00"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0563_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-28 47'59.96"  79 00'00.00"|-24 36'00.02"  79 00'00.00"|-24 36'00.02"  78 00'00.00"|-28 47'59.96"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0564_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-24 36'00.02"  79 00'00.00"|-20 23'59.98"  79 00'00.00"|-20 23'59.98"  78 00'00.00"|-24 36'00.02"  78 00'00.00"||||||||||||||||||||
R00E2201|H007FC0565_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-75 00'00.00"  78 00'00.00"|-70 47'59.96"  78 00'00.00"|-70 47'59.96"  77 00'00.00"|-75 00'00.00"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0566_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-70 47'59.96"  78 00'00.00"|-66 36'00.02"  78 00'00.00"|-66 36'00.02"  77 00'00.00"|-70 47'59.96"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0567_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-66 36'00.02"  78 00'00.00"|-62 23'59.98"  78 00'00.00"|-62 23'59.98"  77 00'00.00"|-66 36'00.02"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0568_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-62 23'59.98"  78 00'00.00"|-58 12'00.04"  78 00'00.00"|-58 12'00.04"  77 00'00.00"|-62 23'59.98"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0569_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-58 12'00.04"  78 00'00.00"|-54 00'00.00"  78 00'00.00"|-54 00'00.00"  77 00'00.00"|-58 12'00.04"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0570_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-33 00'00.00"  78 00'00.00"|-28 47'59.96"  78 00'00.00"|-28 47'59.96"  77 00'00.00"|-33 00'00.00"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0571_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-28 47'59.96"  78 00'00.00"|-24 36'00.02"  78 00'00.00"|-24 36'00.02"  77 00'00.00"|-28 47'59.96"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0572_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-24 36'00.02"  78 00'00.00"|-20 23'59.98"  78 00'00.00"|-20 23'59.98"  77 00'00.00"|-24 36'00.02"  77 00'00.00"||||||||||||||||||||
R00E2201|H007FC0573_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-70 47'59.96"  77 00'00.00"|-66 36'00.02"  77 00'00.00"|-66 36'00.02"  76 00'00.00"|-70 47'59.96"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0574_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-66 36'00.02"  77 00'00.00"|-62 23'59.98"  77 00'00.00"|-62 23'59.98"  76 00'00.00"|-66 36'00.02"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0575_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-62 23'59.98"  77 00'00.00"|-58 12'00.04"  77 00'00.00"|-58 12'00.04"  76 00'00.00"|-62 23'59.98"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0576_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-58 12'00.04"  77 00'00.00"|-54 00'00.00"  77 00'00.00"|-54 00'00.00"  76 00'00.00"|-58 12'00.04"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0577_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-33 00'00.00"  77 00'00.00"|-28 47'59.96"  77 00'00.00"|-28 47'59.96"  76 00'00.00"|-33 00'00.00"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0578_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-28 47'59.96"  77 00'00.00"|-24 36'00.02"  77 00'00.00"|-24 36'00.02"  76 00'00.00"|-28 47'59.96"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0579_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-24 36'00.02"  77 00'00.00"|-20 23'59.98"  77 00'00.00"|-20 23'59.98"  76 00'00.00"|-24 36'00.02"  76 00'00.00"||||||||||||||||||||
R00E2201|H007FC0580_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-62 23'59.98"  76 00'00.00"|-58 12'00.04"  76 00'00.00"|-58 12'00.04"  75 00'00.00"|-60 17'59.96"  75 00'00.00"|-62 23'59.98"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0581_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-58 12'00.04"  76 00'00.00"|-54 00'00.00"  76 00'00.00"|-54 00'00.00"  75 00'00.00"|-57 08'59.98"  75 00'00.00"|-58 12'00.04"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0582_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-54 00'00.00"  76 00'00.00"|-49 47'59.96"  76 00'00.00"|-49 47'59.96"  75 00'00.00"|-50 51'00.02"  75 00'00.00"|-54 00'00.00"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0583_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-33 00'00.00"  76 00'00.00"|-28 47'59.96"  76 00'00.00"|-28 47'59.96"  75 00'00.00"|-31 57'00.04"  75 00'00.00"|-33 00'00.00"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0584_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-28 47'59.96"  76 00'00.00"|-24 36'00.02"  76 00'00.00"|-24 36'00.02"  75 00'00.00"|-25 38'59.98"  75 00'00.00"|-28 47'59.96"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0585_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-24 36'00.02"  76 00'00.00"|-20 23'59.98"  76 00'00.00"|-20 23'59.98"  75 00'00.00"|-22 30'00.00"  75 00'00.00"|-24 36'00.02"  75 00'00.00"|||||||||||||||||||
R00E2201|H007FC0586_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|5|-60 17'59.96"  75 00'00.00"|-58 12'00.04"  75 00'00.00"|-57 08'59.98"  75 00'00.00"|-57 08'59.98"  74 00'00.00"|-60 17'59.96"  74 00'00.00"|||||||||||||||||||
R00E2201|H007FC0587_ex|8|19|See GLIMS documents|0|0|1|1|0|1|1|1|100|1|0|0|3|3|3|0|0|0|0|0|0|1|0|90|3|0|4|-8.55|8.55|0|0|20%|1|06/01/2023 00:00:00|09/05/2023 00:00:00|16  00:00:00|16  00:00:00|0|-|0|2|3|Greenland; Kieffer (Extended)|4|-57 08'59.98"  75 00'00.00"|-54 00'00.00"  75 00'00.00"|-54 00'00.00"  74 00'00.00"|-57 08'59.98"  74 00'00.00"||||||||||||||||||||
